stage_1_views;stage_2_cart;view_to_cart_rate;stage_3_checkout;cart_to_checkout_rate;stage_4_payment;checkout_to_payment_rate;stage_5_purchase;payment_to_purchase_rate;round
5000;1553;31;1103;71;899;82;826;92;16,5
